Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Depth (cm),Diameter (cm),Height (cm),Length (cm),Width (cm)
"Nara Convention Hall, Nara, Japan, South elevation",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Computer-generated print,"21 5/8 x 37 3/8"" (54.9 x 94.9 cm)",Gift of the architect,143.1993,Architecture,Architecture & Design,04/05/1993,Y,226,http://www.moma.org/collection/works/226,http://www.moma.org/media/W1siZiIsIjI0NjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1609a844fb6ac61b,,,54.9276,,94.9327
"Nara Convention Hall, Nara, Japan, Interior perpsective of lobby",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Computer-generated print,"21 1/2 x 32 7/8"" (54.6 x 83.5 cm)",Gift of the architect,144.1993,Architecture,Architecture & Design,04/05/1993,Y,227,http://www.moma.org/collection/works/227,http://www.moma.org/media/W1siZiIsIjI0ODQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=54fe4960473e7612,,,62.2,,102.2
"Nara Convention Hall, Nara, Japan, Interior perspective of main hall",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Computer-generated print,"21 1/2 x 32 3/4"" (54.6 x 83.2 cm)",Gift of the architect,145.1993,Architecture,Architecture & Design,04/05/1993,Y,228,http://www.moma.org/collection/works/228,http://www.moma.org/media/W1siZiIsIjI0OTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5983f628533635df,,,65,,105
"Nara Convention Hall, Nara, Japan, West elevation",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Computer-generated print,"21 1/2 x 37 3/8"" (54.6 x 94.9 cm)",Gift of the architect,146.1993,Architecture,Architecture & Design,04/05/1993,Y,229,http://www.moma.org/collection/works/229,http://www.moma.org/media/W1siZiIsIjI1MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=943e30be9ad9d2ae,,,65.1,,105.1
"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Synthetic polymer paint on computer-generated print,"21 3/4 x 37 1/4"" (55.2 x 94.6 cm) (comp.)",Gift of the architect,147.1993,Architecture,Architecture & Design,04/05/1993,Y,230,http://www.moma.org/collection/works/230,http://www.moma.org/media/W1siZiIsIjI1MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4ccb01a8943afa60,,,,,
"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Computer-generated print. print,"21 3/4 x 32 3/4"" (55.2 x 83.2 cm)",Gift of the architect,148.1993,Architecture,Architecture & Design,04/05/1993,Y,231,http://www.moma.org/collection/works/231,http://www.moma.org/media/W1siZiIsIjI1MzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=961a8f33abf73149,,,65,,105
Contra-Construction Project (Axonometric),"Theo van Doesburg (Christian Emil Marie K�pper), Cornelis van Eesteren","6076, 8112","Dutch, 1883�1931 Dutch, 1897�1988",Dutch Dutch,(1883) (1897),(1931) (1988),Male,1923,Gouache on lithograph,"22 1/2 x 22 1/2"" (57.2 x 57.2 cm)","Gift of Edgar Kaufmann, Jr.",149.1947,Architecture,Architecture & Design,17/06/1947,Y,232,http://www.moma.org/collection/works/232,http://www.moma.org/media/W1siZiIsIjE2MjY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ec2fd60c9054871,,,57.2,,57.2
"Nara Convention Hall, Nara, Japan, Sketches of main hall",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Ink on tracing paper,"12 x 33 1/8"" (30.5 x 84.1 cm)",Gift of the architect,149.1993,Architecture,Architecture & Design,04/05/1993,Y,233,http://www.moma.org/collection/works/233,http://www.moma.org/media/W1siZiIsIjI1NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c6f61ab05b48ce52,,,30.5,,84.1
"Nara Convention Hall, Nara, Japan, Sketches for main hall",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Felt-tipped pen on tracing paper,"12 x 33 1/4"" (30.5 x 84.5 cm)",Gift of the architect,150.1993,Architecture,Architecture & Design,04/05/1993,Y,235,http://www.moma.org/collection/works/235,http://www.moma.org/media/W1siZiIsIjI1NzEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=45bb75ba1262be56,,,30.5,,84.5
"Nara Convention Hall, Nara, Japan, Site-plan sketch",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Ink on tracing paper,"12 x 19 1/2"" (30.5 x 49.5 cm)",Gift of the architect,151.1993,Architecture,Architecture & Design,04/05/1993,Y,237,http://www.moma.org/collection/works/237,http://www.moma.org/media/W1siZiIsIjI1ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b2e2832c8f4c1d18,,,30.5,,49.5
"Nara Convention Hall, Nara, Japan, Perspective sketches for plaza and entrance lobby",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Color ink on tracing paper,"12 x 19 5/8"" (30.5 x 49.9 cm) (comp.)",Gift of the architect,152.1993,Architecture,Architecture & Design,04/05/1993,Y,238,http://www.moma.org/collection/works/238,http://www.moma.org/media/W1siZiIsIjI1OTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e2b7f98172a6d4cf,,,30.5,,49.9
"Nara Convention Hall, Nara, Japan, Preliminary sketches",Arata Isozaki,2837,"Japanese, born 1931",Japanese,1931-01-01T00:00:00Z,0,Male,1992,Ink on tracing paper,"12 x 33 1/2"" (30.5 x 85.1 cm)",Gift of the architect,153.1993,Architecture,Architecture & Design,04/05/1993,Y,239,http://www.moma.org/collection/works/239,http://www.moma.org/media/W1siZiIsIjI2MDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c87d42a587f3195c,,,30.5,,85.1
"Parc de la Villette, Paris, France, Exterior perspectives, sketch",Bernard Tschumi,7056,"French and Swiss, born Switzerland 1944",,1944-01-01T00:00:00Z,0,Male,1983,Ink on paper,"11 5/8 x 16 1/2"" (29.5 x 41.9 cm)",Gift of Barbara Pine,154.1993,Architecture,Architecture & Design,04/05/1993,Y,240,http://www.moma.org/collection/works/240,http://www.moma.org/media/W1siZiIsIjI2MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=dda73f5dc4ce17d1,,,29.5276,,41.9101
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspectives, plans, and elevations",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,1915-17,Lithograph,,"Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.1-36,Architecture,Architecture & Design,04/05/1993,N,241,,,,,,,
"American System-Built Houses for The Richards Company., Model D101, project, Exterior perspective",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.13,Architecture,Architecture & Design,04/05/1993,Y,242,http://www.moma.org/collection/works/242,http://www.moma.org/media/W1siZiIsIjI2NDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9c818166b4aae25c,,,27.9,,21.6
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model E3",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 5/8"" (27.9 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.14,Architecture,Architecture & Design,04/05/1993,Y,243,http://www.moma.org/collection/works/243,http://www.moma.org/media/W1siZiIsIjI2NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=876fcf75567b5b5d,,,27.9,,21.9
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J400",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"8 1/2 x 11 1/8"" (21.6 x 28.3 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.15,Architecture,Architecture & Design,04/05/1993,Y,244,http://www.moma.org/collection/works/244,http://www.moma.org/media/W1siZiIsIjI2NDciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=205bd99f51782e7d,,,21.6,,28.3
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J900",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"8 5/8 x 11"" (21.9 x 27.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.16,Architecture,Architecture & Design,04/05/1993,Y,245,http://www.moma.org/collection/works/245,http://www.moma.org/media/W1siZiIsIjI2NDgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3a867440a4b08c52,,,21.9,,27.9
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perpsective of model J902",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.17,Architecture,Architecture & Design,04/05/1993,Y,246,http://www.moma.org/collection/works/246,http://www.moma.org/media/W1siZiIsIjI2NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cd80e7b950c2be3f,,,27.9,,21.6
"American System-Built Houses for The Richards Company. , Unspecified model, project, Plan oblique",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.18,Architecture,Architecture & Design,04/05/1993,Y,247,http://www.moma.org/collection/works/247,http://www.moma.org/media/W1siZiIsIjI2NTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f10223e7c92596fe,,,27.9,,21.6
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model 221",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 1/8 x 8 5/8"" (28.3 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.2,Architecture,Architecture & Design,04/05/1993,Y,248,http://www.moma.org/collection/works/248,http://www.moma.org/media/W1siZiIsIjI2NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c609c987ff950e20,,,28.3,,21.9
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model A243",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.4,Architecture,Architecture & Design,04/05/1993,Y,249,http://www.moma.org/collection/works/249,http://www.moma.org/media/W1siZiIsIjI2NTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=64eaca004e2402ef,,,27.9,,21.6
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model B23",Frank Lloyd Wright,6459,"American, 1867�1959",American,1867-01-01T00:00:00Z,1959-01-01T00:00:00Z,Male,c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.6,Architecture,Architecture & Design,04/05/1993,Y,250,http://www.moma.org/collection/works/250,http://www.moma.org/media/W1siZiIsIjI2NTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4d2ecbddcce1eb58,,,61.59512319,,21.6
"Ibirapuera Park project, S�o Paulo, Brazil (Site plan)","Roberto Burle Marx, Oscar Niemeyer","6934, 8103","Brazilian, 1909�1994 Brazilian, 1907�2012",Brazilian Brazilian,(1909) (1907),(1994) (2012),Male,1953,Gouache and graphite on board,"39 1/2  x  59 1/2"" (100.3 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",157.1991,Architecture,Architecture & Design,04/06/1991,Y,252,http://www.moma.org/collection/works/252,http://www.moma.org/media/W1siZiIsIjI4NDc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d00103acc404dd06,,,100.3,,151.1
"Ibirapuera Park Project, S�o Paulo, Brazil (Perspective)","Roberto Burle Marx, Oscar Niemeyer","6934, 8103","Brazilian, 1909�1994 Brazilian, 1907�2012",Brazilian Brazilian,(1909) (1907),(1994) (2012),Male,1953,Gouache on board,"39 x 59 1/2"" (99.1 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",158.1991,Architecture,Architecture & Design,04/06/1991,Y,253,http://www.moma.org/collection/works/253,http://www.moma.org/media/W1siZiIsIjI4NDc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73c8b1297478de0b,,,99.1,,151.1
"Prototype Architecture School No. 5, project, Los Angeles, California, Elevations",Neil M. Denari,7933,"American, born 1957",American,1957-01-01T00:00:00Z,0,Male,1992,"Ink, airbrush, and cut-and-pasted printed self-adhesive polymer sheet on frosted polymer sheet","24 1/2 x 33 1/16"" (62.2 x 84 cm)",Ralph Fehlbaum Purchase Fund,191.1998,Architecture,Architecture & Design,22/04/1998,Y,255,http://www.moma.org/collection/works/255,http://www.moma.org/media/W1siZiIsIjMxNTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0ce2bf49d3f5f3c7,,,62.2,,84
"Bismarck Monument, project, Bingen, Germany, Perspective view of courtyard",Ludwig Mies van der Rohe,7166,"American, born Germany. 1886�1969",American,1886-01-01T00:00:00Z,1969-01-01T00:00:00Z,Male,1910,Gouache on linen,"55 1/2 x 94 1/2"" (141 x 240 cm)","Rob Beyer Purchase Fund, Edward Larrabee Barnes Purchase Fund, Marcel Breuer Purchase Fund, and Philip Johnson Purchase Fund",192.1998,Architecture,Architecture & Design,22/04/1998,Y,256,http://www.moma.org/collection/works/256,http://www.moma.org/media/W1siZiIsIjMxNjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3c9df97b4be13aa4,,,141,,240
Simulated Dwelling for a Family of Five Project,David Jacob,2864,"American, born 1928",American,1928-01-01T00:00:00Z,0,Male,1970,"Fiberglass, polyester resin, metal, paper, plastic and synthetic polymer paint","28 x 34 3/8 x 34 3/8"" (71.1 x 87.3 x 87.3 cm)",Est�e and Joseph Lauder Design Fund,194.1973,Architecture,Architecture & Design,08/05/1973,Y,257,http://www.moma.org/collection/works/257,http://www.moma.org/media/W1siZiIsIjIyODY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff682356d0f9e950,87.3127,,71.1201,,87.3127
"Gotthard Bank, Lugano, Switzerland, Perspective",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1986,Pen and ink on paper,"37 1/4 x 37 1/4"" (94.6 x 94.6 cm)",Gift of Banca del Gottardo,206.1987,Architecture,Architecture & Design,27/05/1987,Y,258,http://www.moma.org/collection/works/258,http://www.moma.org/media/W1siZiIsIjMzNjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8a88fcffb59edd5e,,,94.6,,94.6
"Gotthard Bank, Lugano, Switzerland, Elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,c.1985,Colored pencil on print,"22 7/8 x 37 1/4"" (58.1 x 94.6 cm)",Gift of Banca del Gottardo,207.1987,Architecture,Architecture & Design,27/05/1987,Y,259,http://www.moma.org/collection/works/259,http://www.moma.org/media/W1siZiIsIjMzNzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=a20f9aeb78f9522b,,,58.1,,94.6
"Gotthard Bank, Lugano, Switzerland, West elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1985,Color pencil on print,"11 3/4 x 54 1/2"" (29.8 x 138.4 cm)",Gift of Banca del Gottardo,208.1987,Architecture,Architecture & Design,27/05/1987,Y,260,http://www.moma.org/collection/works/260,http://www.moma.org/media/W1siZiIsIjMzOTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=391db242d5754e0d,,,29.8,,138.4
"Gotthard Bank, Lugano, Switzerland, Preliminary sketch",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,Unknown,Graphite on tracing paper,"12 x 28"" (30.5 x 71.1 cm)",Gift of Banca del Gottardo,209.1987,Architecture,Architecture & Design,27/05/1987,Y,261,http://www.moma.org/collection/works/261,http://www.moma.org/media/W1siZiIsIjM0MDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=58c66a11bfc105a5,,,30.5,,71.1
"Gotthard Bank, Lugano, Switzerland (Preliminary sketch)",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1982�1986,Graphite on tracing paper,".1: 12 x 10 3/4"" (30.5 x 27.3 cm)
.2: 12 x 8 5/8""  (30.5 x 22 cm)",Gift of Banca del Gottardo,210.1987.1-2,Architecture,Architecture & Design,27/05/1987,Y,262,http://www.moma.org/collection/works/262,http://www.moma.org/media/W1siZiIsIjM0MDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=58c66a11bfc105a5,,,30.5,,27.3
"Gotthard Bank, Lugano, Switzerland (Preliminary sketch)",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1982-86,Graphite on tracing paper,"12 x 18 1/2"" (30.5 x 47 cm)",Gift of Banca del Gottardo,211.1987,Architecture,Architecture & Design,27/05/1987,Y,263,http://www.moma.org/collection/works/263,http://www.moma.org/media/W1siZiIsIjM0MDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=58c66a11bfc105a5,,,30.5,,47
"Dymaxion Dwelling Machine, Wichita House, project, Study for air circulation: floor plan",R. Buckminster Fuller,2030,"American, 1895�1983",American,1895-01-01T00:00:00Z,1983-01-01T00:00:00Z,Male,1945,Graphite on paper,"22 x 34"" (55.9 x 86.4 cm)","Gift of The Gilman Foundation, Inc.",212.1978,Architecture,Architecture & Design,27/02/1978,Y,264,http://www.moma.org/collection/works/264,http://www.moma.org/media/W1siZiIsIjM0NjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=933874e53388fd71,,,55.9,,86.4
"Cultural Center, Chamb�ry, France, East elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,Unknown,Colored pencil on print,"18 x 43 1/4"" (45.7 x 109.9 cm)",Gift of the architect,212.1987,Architecture,Architecture & Design,27/05/1987,Y,265,http://www.moma.org/collection/works/265,http://www.moma.org/media/W1siZiIsIjM0NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f86445b64c4f9852,,,45.7,,109.9
"Dymaxion Dwelling Machine, Wichita House, project, Study for air circulation: plan and sections",R. Buckminster Fuller,2030,"American, 1895�1983",American,1895-01-01T00:00:00Z,1983-01-01T00:00:00Z,Male,1945,Graphite on paper,"26 1/4 x 35 1/2"" (66.7 x 90.2 cm)","Gift of The Gilman Foundation, Inc.",213.1978,Architecture,Architecture & Design,27/02/1978,Y,266,http://www.moma.org/collection/works/266,http://www.moma.org/media/W1siZiIsIjM0ODEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=51f73911a2397005,,,66.7,,90.2
"Cultural Center, Chamb�ry, France, North elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,Unknown,Colored pencil on print,"18 x 43 1/4"" (45.7 x 109.9 cm)",Gift of the architect,213.1987,Architecture,Architecture & Design,27/05/1987,Y,267,http://www.moma.org/collection/works/267,http://www.moma.org/media/W1siZiIsIjM0ODMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=2ca53f7127fb8783,,,45.7,,109.9
"Cultural Center, Chamb�ry, France, West elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,Unknown,Colored pencil on print,"18 x 43 1/4"" (45.7 x 109.9 cm)",Gift of the architect,214.1987,Architecture,Architecture & Design,27/05/1987,Y,268,http://www.moma.org/collection/works/268,http://www.moma.org/media/W1siZiIsIjM0OTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=32d4c6c1e74a8fc0,,,45.7,,109.9
"Cultural Center, Chamb�ry, France, South elevation",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1982-86,Colored pencil and graphite on print,"18 x 43 1/4"" (45.7 x 109.9 cm)",Gift of the architect,215.1987,Architecture,Architecture & Design,27/05/1987,Y,269,http://www.moma.org/collection/works/269,http://www.moma.org/media/W1siZiIsIjM1MDgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8787dbeec34b9c8e,,,45.7,,109.9
"Urban Housing, Turin, Italy, Site plan",Mario Botta,696,"Swiss, born 1943",Swiss,1943-01-01T00:00:00Z,0,Male,1985,Colored pencil on print,"41 x 47 1/4"" (104.1 x 120 cm)",Gift of the architect,216.1987,Architecture,Architecture & Design,27/05/1987,Y,270,http://www.moma.org/collection/works/270,http://www.moma.org/media/W1siZiIsIjM1MTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6ea530cd2361b3aa,,,104.1,,120
